,euclidian,subject
0,0.29917862557341923,sub-001
1,0.22738084791820423,sub-001
2,0.28106404625992765,sub-001
3,0.28553508295829627,sub-001
4,0.3133220860392752,sub-001
5,0.28750336971938745,sub-001
6,0.34305663978416345,sub-001
7,0.30627547094078855,sub-001
8,0.26551652020166716,sub-001
9,0.2957152652468265,sub-001
10,0.31537295080586764,sub-001
11,0.33236488924072977,sub-001
12,0.25515292061820993,sub-001
13,0.3207482391222177,sub-001
14,0.3005293602961306,sub-001
15,0.26835345144045203,sub-001
16,0.2970341194206511,sub-001
17,0.2366715498322528,sub-001
18,0.2949226578274404,sub-001
19,0.303892642885613,sub-001
20,0.29879220622366304,sub-001
21,0.34087978760848164,sub-001
22,0.32125829561273955,sub-001
23,0.31838932708243023,sub-001
24,0.27790799286814777,sub-001
25,0.3428562054272955,sub-001
26,0.3008041282961414,sub-001
27,0.27891427016200154,sub-001
28,0.2918999479273686,sub-001
29,0.3063075743431788,sub-001
30,0.30945903137572267,sub-001
31,0.30564235635788584,sub-001
32,0.31335950934988865,sub-001
33,0.2897904070185899,sub-001
34,0.29663678059202897,sub-001
35,0.29981511386186177,sub-001
36,0.24536226278708928,sub-001
37,0.31778513558692667,sub-001
38,0.2909813739743494,sub-001
39,0.2750396836821917,sub-001
40,0.3106950459856131,sub-001
41,0.2863380142419146,sub-001
42,0.29369683842357386,sub-001
43,0.3238526401004044,sub-001
44,0.30876774183842615,sub-001
45,0.30901202646499465,sub-001
46,0.332526459699075,sub-001
47,0.29756741101807543,sub-001
48,0.33177778843677913,sub-001
49,0.3295264019771455,sub-001
50,0.30678099680391513,sub-001
51,0.3137983698173131,sub-001
52,0.32863877875260433,sub-001
53,0.3125130091692203,sub-001
54,0.3134360542439279,sub-001
55,0.3037802824411094,sub-001
56,0.30359204535033496,sub-001
57,0.28355845411484576,sub-001
58,0.29975588551352955,sub-001
59,0.2890053496044681,sub-001
60,0.32818249206805794,sub-001
61,0.2896343826274816,sub-001
62,0.28736910133137383,sub-001
63,0.26646510559546166,sub-001
64,0.3029271364536374,sub-001
65,0.20461679329908886,sub-001
66,0.3468768630220239,sub-001
67,0.3006745065681515,sub-001
68,0.3142549640021664,sub-001
69,0.3136153752608449,sub-001
70,0.2871101685764549,sub-001
71,0.29245328874882226,sub-001
72,0.3026480900319745,sub-001
73,0.2947812960484438,sub-001
74,0.2896008459932418,sub-001
75,0.30297427877627303,sub-001
76,0.20582656874174735,sub-001
77,0.33328223610027646,sub-001
78,0.31450741231328694,sub-001
79,0.3582643751477451,sub-001
80,0.3217780335883764,sub-001
81,0.1963572827781048,sub-001
82,0.2902417042742131,sub-001
83,0.2947573831136402,sub-001
84,0.3128722192844904,sub-001
85,0.32074983538577734,sub-001
86,0.3106959471895378,sub-001
87,0.29073881904555016,sub-001
88,0.3095145762318847,sub-001
89,0.31708612788957163,sub-001
90,0.3141896554630689,sub-001
91,0.24267882664130377,sub-001
92,0.24267790093043293,sub-001
93,0.2656671468209795,sub-001
94,0.2993355677162383,sub-001
95,0.3071751664767193,sub-001
96,0.3159531648836626,sub-001
97,0.29013544923018836,sub-001
98,0.31237602340768744,sub-001
99,0.33706564642514864,sub-001
0,0.04393608994892432,sub-002
1,0.057610849672607115,sub-002
2,0.04726499761980404,sub-002
3,0.10102217578334048,sub-002
4,0.09337579986270672,sub-002
5,0.11312528453002636,sub-002
6,0.10532506824113363,sub-002
7,0.07742273567886951,sub-002
8,0.04628012532394112,sub-002
9,0.048875044757011446,sub-002
10,0.06287010418315037,sub-002
11,0.07299794517655603,sub-002
12,0.05554178607139224,sub-002
13,0.07400770230185665,sub-002
14,0.0711570797602082,sub-002
15,0.09608053913253968,sub-002
16,0.15302463853902748,sub-002
17,0.07818369395212968,sub-002
18,0.12893459582284716,sub-002
19,0.05831577831085036,sub-002
20,0.057764608541909034,sub-002
21,0.12480408647155553,sub-002
22,0.05100666623098951,sub-002
23,0.04420101808782504,sub-002
24,0.1844427824557002,sub-002
25,0.04452392615212591,sub-002
26,0.12284571624603022,sub-002
27,0.1776295020541362,sub-002
28,0.050254850512161546,sub-002
29,0.0628276213141942,sub-002
30,0.08865540028673018,sub-002
31,0.11574618784218987,sub-002
32,0.09565155513633666,sub-002
33,0.06267519445522529,sub-002
34,0.1565411766916294,sub-002
35,0.03946137351892598,sub-002
36,0.0868020161056173,sub-002
37,0.09476813810559119,sub-002
38,0.052984337308302175,sub-002
39,0.05571543771702686,sub-002
40,0.03674016875301759,sub-002
41,0.10894117678821132,sub-002
42,0.11204454471325187,sub-002
43,0.0749416439638217,sub-002
44,0.04451527827611484,sub-002
45,0.09335336094646092,sub-002
46,0.04688315262437042,sub-002
47,0.05908756214297541,sub-002
48,0.07438151652124221,sub-002
49,0.07047801075513284,sub-002
50,0.07133253114813842,sub-002
51,0.0628469569669024,sub-002
52,0.0951151407505696,sub-002
53,0.08784964427930105,sub-002
54,0.06960998491596027,sub-002
55,0.07887375989516314,sub-002
56,0.07218206148344512,sub-002
57,0.06276089546843618,sub-002
58,0.10732241145259265,sub-002
59,0.06933693099640464,sub-002
60,0.06015155858329587,sub-002
61,0.14612727329284003,sub-002
62,0.17403442188256807,sub-002
63,0.06471089552772417,sub-002
64,0.07634160071677885,sub-002
65,0.05686712582854384,sub-002
66,0.11636000171880329,sub-002
67,0.11764233931710388,sub-002
68,0.06280557300112483,sub-002
69,0.0905945914500377,sub-002
70,0.036798505404432004,sub-002
71,0.03634748959694611,sub-002
72,0.06748814710747093,sub-002
73,0.04047764815302173,sub-002
74,0.07216183201665609,sub-002
75,0.04171186881452048,sub-002
76,0.07308495057124163,sub-002
77,0.09409596165617035,sub-002
78,0.15633118690779635,sub-002
79,0.06503883455290171,sub-002
80,0.051514366928074526,sub-002
81,0.10453520937942694,sub-002
82,0.060881688544261826,sub-002
83,0.05572737208948725,sub-002
84,0.0639520132599424,sub-002
85,0.07091572463142294,sub-002
86,0.04037536377544841,sub-002
87,0.08101228301930379,sub-002
88,0.17097467648748393,sub-002
89,0.08193711002958162,sub-002
90,0.094465549275909,sub-002
91,0.049881960667158665,sub-002
92,0.05722883888390663,sub-002
93,0.08155642218734382,sub-002
94,0.1209671442995993,sub-002
95,0.08588241962124685,sub-002
96,0.06763142760581142,sub-002
97,0.10338587911315623,sub-002
98,0.07256038864284,sub-002
99,0.07140266101483915,sub-002
0,0.2602750468254704,sub-003
1,0.22512894083169568,sub-003
2,0.22464836968026572,sub-003
3,0.2941606023926412,sub-003
4,0.23871309138797217,sub-003
5,0.22385555610706076,sub-003
6,0.29755068475807733,sub-003
7,0.2582468973676219,sub-003
8,0.23309187030010392,sub-003
9,0.2517839351507586,sub-003
10,0.21982963858406512,sub-003
11,0.22952938809660478,sub-003
12,0.23522376580609677,sub-003
13,0.2051646168324386,sub-003
14,0.19017686504935358,sub-003
15,0.20799252390410847,sub-003
16,0.27619920347459387,sub-003
17,0.22496186343467886,sub-003
18,0.19296950536289897,sub-003
19,0.14223350519480282,sub-003
20,0.20056183585119508,sub-003
21,0.23890399745504579,sub-003
22,0.20797355601133913,sub-003
23,0.25126943705910876,sub-003
24,0.16772742769148452,sub-003
25,0.1522921534420016,sub-003
26,0.22092890259085685,sub-003
27,0.1561654891453327,sub-003
28,0.17401235588314298,sub-003
29,0.21503978701626592,sub-003
30,0.21295074547885626,sub-003
31,0.18262959782028965,sub-003
32,0.13382477349131086,sub-003
33,0.20653701847369013,sub-003
34,0.1963103919816801,sub-003
35,0.1910269876221728,sub-003
36,0.19242538813785046,sub-003
37,0.2512739142847928,sub-003
38,0.11966311043927387,sub-003
39,0.2813276737187464,sub-003
40,0.26824216670762413,sub-003
41,0.14278354246901273,sub-003
42,0.2688815538485314,sub-003
43,0.24576828517935406,sub-003
44,0.20141084876441265,sub-003
45,0.21010218942220218,sub-003
46,0.23250264514624608,sub-003
47,0.1671240856369945,sub-003
48,0.25267649277287396,sub-003
49,0.20464400797482765,sub-003
50,0.18777172311080978,sub-003
51,0.1862119491332431,sub-003
52,0.19492544728691136,sub-003
53,0.20577249573255196,sub-003
54,0.2995475588283124,sub-003
55,0.24311458203900857,sub-003
56,0.2713391051802204,sub-003
57,0.1944885857833391,sub-003
58,0.20440973558028278,sub-003
59,0.2087007666492887,sub-003
60,0.19333458045575141,sub-003
61,0.23411631724422882,sub-003
62,0.2949611669355841,sub-003
63,0.20969756794011865,sub-003
64,0.20318484195431935,sub-003
65,0.21547688971210324,sub-003
66,0.17663255645549464,sub-003
67,0.18528923336233824,sub-003
68,0.25754120058740354,sub-003
69,0.21073405040477347,sub-003
70,0.19370751147026036,sub-003
71,0.21892752225337606,sub-003
72,0.20880818949457086,sub-003
73,0.2275632879003161,sub-003
74,0.2063926597532055,sub-003
75,0.20804155834833155,sub-003
76,0.19742780959125455,sub-003
77,0.19591980502236567,sub-003
78,0.21332679156637221,sub-003
79,0.19679273360569574,sub-003
80,0.18111082242649829,sub-003
81,0.25503529167549227,sub-003
82,0.23694060437164696,sub-003
83,0.2988921377353414,sub-003
84,0.205664070756175,sub-003
85,0.2741687436598147,sub-003
86,0.22434308547401813,sub-003
87,0.21980379887527499,sub-003
88,0.19155495295085073,sub-003
89,0.2592315952965627,sub-003
90,0.12165664798933531,sub-003
91,0.15006675181398646,sub-003
92,0.19685258443820614,sub-003
93,0.24585910599365807,sub-003
94,0.18593794663812693,sub-003
95,0.21870788737492136,sub-003
96,0.342268812485161,sub-003
97,0.19124596727774557,sub-003
98,0.29053789770011407,sub-003
99,0.17032515962124206,sub-003
0,0.13730568087300682,sub-005
1,0.15913641946455934,sub-005
2,0.16016232390921611,sub-005
3,0.1447515457603132,sub-005
4,0.15123283373660124,sub-005
5,0.14279471278727418,sub-005
6,0.1490888996538668,sub-005
7,0.1615139003305908,sub-005
8,0.14244360287496666,sub-005
9,0.16157994925114594,sub-005
10,0.13969753040050784,sub-005
11,0.14483204065400357,sub-005
12,0.16241594749285038,sub-005
13,0.15414684557265787,sub-005
14,0.13643459971722732,sub-005
15,0.14276449138353625,sub-005
16,0.16151349788795222,sub-005
17,0.14627880912832622,sub-005
18,0.16030935718167383,sub-005
19,0.1558118416552515,sub-005
20,0.15471447896044346,sub-005
21,0.20717482955224478,sub-005
22,0.17107322993385524,sub-005
23,0.19570063873171453,sub-005
24,0.15628755548668247,sub-005
25,0.1493745962337625,sub-005
26,0.1524059053973997,sub-005
27,0.15074126840384958,sub-005
28,0.1523403426542034,sub-005
29,0.12708044696175708,sub-005
30,0.213330916652985,sub-005
31,0.1528126303680428,sub-005
32,0.14315585911865983,sub-005
33,0.1415607643381526,sub-005
34,0.14130208774112607,sub-005
35,0.2813009953768376,sub-005
36,0.13319162886608124,sub-005
37,0.17854175982105713,sub-005
38,0.14264403247244492,sub-005
39,0.159124165355238,sub-005
40,0.14070124377560186,sub-005
41,0.14864790614065984,sub-005
42,0.17202921263553395,sub-005
43,0.16057976211217093,sub-005
44,0.1617895237646789,sub-005
45,0.15247327634704155,sub-005
46,0.13755031806578963,sub-005
47,0.14643647086706227,sub-005
48,0.17403689264061248,sub-005
49,0.16074594862702205,sub-005
50,0.16556101594276332,sub-005
51,0.15072591018136228,sub-005
52,0.16431923198457438,sub-005
53,0.13491349080059584,sub-005
54,0.14145561141220217,sub-005
55,0.14279516798547504,sub-005
56,0.15372078584238355,sub-005
57,0.14267448966091026,sub-005
58,0.15556699521428438,sub-005
59,0.1496592462896998,sub-005
60,0.16088598447348487,sub-005
61,0.14316078373633848,sub-005
62,0.16081371210192952,sub-005
63,0.14934393191556986,sub-005
64,0.1656894082311888,sub-005
65,0.14970136939921483,sub-005
66,0.13797680964568676,sub-005
67,0.16470680010248623,sub-005
68,0.13988002001716301,sub-005
69,0.13814970141119332,sub-005
70,0.1651153838986539,sub-005
71,0.15653846172747088,sub-005
72,0.14079744315860734,sub-005
73,0.1747817210122428,sub-005
74,0.15463275849573765,sub-005
75,0.14614595444281495,sub-005
76,0.18404863487676307,sub-005
77,0.15775376382198317,sub-005
78,0.21780470610159078,sub-005
79,0.16176130563271365,sub-005
80,0.14192691781336816,sub-005
81,0.15072425153239227,sub-005
82,0.1505103650915819,sub-005
83,0.17399600570128324,sub-005
84,0.15588001796253811,sub-005
85,0.16006717339917928,sub-005
86,0.1497128584991995,sub-005
87,0.13891742151365571,sub-005
88,0.17259539391305123,sub-005
89,0.1348578881637995,sub-005
90,0.16609446107561832,sub-005
91,0.14732080640561296,sub-005
92,0.14682155836252395,sub-005
93,0.15130432908546387,sub-005
94,0.1401730715936595,sub-005
95,0.13362829041786,sub-005
96,0.14164921461130658,sub-005
97,0.14483984258484495,sub-005
98,0.15702534827219092,sub-005
99,0.1600722961664517,sub-005
0,0.09982409528766449,sub-007
1,0.08678208340435536,sub-007
2,0.1001119872942311,sub-007
3,0.09927562641454628,sub-007
4,0.09506818605611336,sub-007
5,0.10618333202532766,sub-007
6,0.09486880414551715,sub-007
7,0.10262675089858111,sub-007
8,0.10206591007775792,sub-007
9,0.09010355153933049,sub-007
10,0.09079328168978053,sub-007
11,0.09963980128442561,sub-007
12,0.09771207704271102,sub-007
13,0.11247693096808649,sub-007
14,0.10409188248850318,sub-007
15,0.09471985008434376,sub-007
16,0.09509521544220997,sub-007
17,0.11900798292552042,sub-007
18,0.10457160226371459,sub-007
19,0.09442038974713218,sub-007
20,0.0982038695775263,sub-007
21,0.11157096396464848,sub-007
22,0.10906974832647066,sub-007
23,0.11010490452291728,sub-007
24,0.10238378777912407,sub-007
25,0.09662898115990153,sub-007
26,0.10382918664807471,sub-007
27,0.10112492274410079,sub-007
28,0.10789796105580647,sub-007
29,0.10724719110541012,sub-007
30,0.0995261272229545,sub-007
31,0.10036637883275373,sub-007
32,0.10056127485270265,sub-007
33,0.09294342365116606,sub-007
34,0.09760128072930235,sub-007
35,0.09568139840115056,sub-007
36,0.1064906099146795,sub-007
37,0.09824932569743572,sub-007
38,0.09454231856687127,sub-007
39,0.09983897034725411,sub-007
40,0.09957795940870096,sub-007
41,0.08675396244552759,sub-007
42,0.0953281175729394,sub-007
43,0.10268402991702524,sub-007
44,0.10082331079665784,sub-007
45,0.10013151352097187,sub-007
46,0.10746348216952527,sub-007
47,0.09663249970895015,sub-007
48,0.09048259501141563,sub-007
49,0.09802372161880442,sub-007
50,0.09815039480308077,sub-007
51,0.09690330231731377,sub-007
52,0.0985182724168514,sub-007
53,0.1077534222194336,sub-007
54,0.08650670494244664,sub-007
55,0.09414504766582116,sub-007
56,0.10049502475247685,sub-007
57,0.09922807062520209,sub-007
58,0.09502931126763342,sub-007
59,0.0938842372286232,sub-007
60,0.10561827493384007,sub-007
61,0.10497866449903502,sub-007
62,0.10014539430248859,sub-007
63,0.10552440476022887,sub-007
64,0.0999306259361975,sub-007
65,0.09428022061917694,sub-007
66,0.10288755998661837,sub-007
67,0.10081230083675417,sub-007
68,0.09836020536782429,sub-007
69,0.11130233600423711,sub-007
70,0.0957633019480836,sub-007
71,0.11450576404705919,sub-007
72,0.10206448941723123,sub-007
73,0.10494369919152043,sub-007
74,0.10136098855082504,sub-007
75,0.09709325414260384,sub-007
76,0.10313801433031569,sub-007
77,0.10704158070582018,sub-007
78,0.10746055090124751,sub-007
79,0.09744731910114118,sub-007
80,0.10337262693769989,sub-007
81,0.10334795595463037,sub-007
82,0.09881826754199036,sub-007
83,0.08917718318045383,sub-007
84,0.1056730807727329,sub-007
85,0.11240573828768848,sub-007
86,0.10614377042483951,sub-007
87,0.10646173021325525,sub-007
88,0.09397813575508224,sub-007
89,0.10138047149229616,sub-007
90,0.09564894144736245,sub-007
91,0.09848091185605289,sub-007
92,0.10100524738844288,sub-007
93,0.09393806470223176,sub-007
94,0.0934464552564715,sub-007
95,0.09976392133432184,sub-007
96,0.11261483028447042,sub-007
97,0.09447221813845667,sub-007
98,0.09674156293961524,sub-007
99,0.10269785781602324,sub-007
0,0.2747443539001311,sub-008
1,0.2637430567806474,sub-008
2,0.24843095620312744,sub-008
3,0.19232820905941364,sub-008
4,0.21745348927989316,sub-008
5,0.2525118017043962,sub-008
6,0.23821842917792882,sub-008
7,0.28868089649299583,sub-008
8,0.24231229849101785,sub-008
9,0.26277720601300203,sub-008
10,0.2348981481408513,sub-008
11,0.21940850029112424,sub-008
12,0.25238028845375504,sub-008
13,0.1717688272068031,sub-008
14,0.25751615483305224,sub-008
15,0.20945018500827262,sub-008
16,0.25348335251057547,sub-008
17,0.26044665480670043,sub-008
18,0.24519789966474156,sub-008
19,0.21909639431081576,sub-008
20,0.22042173214091182,sub-008
21,0.20123685050208923,sub-008
22,0.2373332256554064,sub-008
23,0.23178114677427863,sub-008
24,0.24349757698999777,sub-008
25,0.2491901081503841,sub-008
26,0.20222593800004932,sub-008
27,0.2566677619024259,sub-008
28,0.22940377067520107,sub-008
29,0.18326911905719886,sub-008
30,0.2512526417771569,sub-008
31,0.20382899695578027,sub-008
32,0.2600743932031754,sub-008
33,0.21828435582972935,sub-008
34,0.29221899322254996,sub-008
35,0.24891948497455862,sub-008
36,0.24756435526949533,sub-008
37,0.2300902866267934,sub-008
38,0.2336547238983201,sub-008
39,0.24575552893068403,sub-008
40,0.21452447412824405,sub-008
41,0.27084656172822236,sub-008
42,0.23591477274643127,sub-008
43,0.2008746873052957,sub-008
44,0.252012579051126,sub-008
45,0.19571954424635185,sub-008
46,0.21811678064743284,sub-008
47,0.25168625310095843,sub-008
48,0.21658010065562275,sub-008
49,0.19385120582549853,sub-008
50,0.2444014320743625,sub-008
51,0.22660604581519933,sub-008
52,0.227767622808861,sub-008
53,0.2087910199218346,sub-008
54,0.2724967155765376,sub-008
55,0.2670096627465,sub-008
56,0.2252222235926122,sub-008
57,0.23484990951669796,sub-008
58,0.23010193393363895,sub-008
59,0.2320314202861329,sub-008
60,0.263521649964477,sub-008
61,0.23799340326992457,sub-008
62,0.21877655267418428,sub-008
63,0.1972033975366555,sub-008
64,0.24393074836928744,sub-008
65,0.2684422097957039,sub-008
66,0.2381705481372548,sub-008
67,0.24222939540856778,sub-008
68,0.2532606562417473,sub-008
69,0.21871229960841282,sub-008
70,0.27265391983244924,sub-008
71,0.244592436514295,sub-008
72,0.22389872710669997,sub-008
73,0.2010385783873351,sub-008
74,0.23915110286176927,sub-008
75,0.26027742890999944,sub-008
76,0.23520297617164612,sub-008
77,0.2652106144180498,sub-008
78,0.22652984350853209,sub-008
79,0.24968209787648035,sub-008
80,0.22400457584611871,sub-008
81,0.2159138022452491,sub-008
82,0.25545089547699756,sub-008
83,0.2537723783235685,sub-008
84,0.24226054156630702,sub-008
85,0.255926200300009,sub-008
86,0.22575513283201354,sub-008
87,0.24286203902627637,sub-008
88,0.21766701633458507,sub-008
89,0.23439278999150145,sub-008
90,0.2367872673941746,sub-008
91,0.30676637690594444,sub-008
92,0.27226527505357717,sub-008
93,0.2355999575551752,sub-008
94,0.2359602932698643,sub-008
95,0.22949058804229944,sub-008
96,0.2016385131863488,sub-008
97,0.2806782677729082,sub-008
98,0.22582701344170475,sub-008
99,0.28041364089501863,sub-008
